"ID";"X3.Forest_1985";"X5.Mangrove_1985";"X6.Floodable_Formation_1985";"X33.RiverLakeOcean_1985";"X41.OtherTemporaryPond_1985";"X12.Grassland_1985";"X29.RockyOutcrop_1985";"X15.Pasture_1985";"X24.UrbanArea_1985";"X25.OtherNonVegetable_1985";"X0.x";"X30.Mining_1985";"X4.Savanna_Fomation_1985";"X11.Wetland_1985";"X21.MosaicOfUse_1985";"X3.Forest_2000";"X5.Mangrove_2000";"X6.Floodable_Formation_2000";"X30.Mining_2000";"X33.RiverLakeOcean_2000";"X12.Grassland_2000";"X29.RockyOutcrop_2000";"X15.Pasture_2000";"X24.UrbanArea_2000";"X25.OtherNonVegetable_2000";"X41.OtherTemporaryPond_2000";"X4.Savanna_Fomation_2000";"X11.Wetland_2000";"X21.MosaicOfUse_2000";"X39.Soybean_2000";"X9.ForestPlantation_2000";"X0.y";"X3.Forest_2015";"X5.Mangrove_2015";"X6.Floodable_Formation_2015";"X30.Mining_2015";"X33.RiverLakeOcean_2015";"X11.Wetland_2015";"X12.Grassland_2015";"X29.RockyOutcrop_2015";"X0.x.x";"X15.Pasture_2015";"X24.UrbanArea_2015";"X25.OtherNonVegetable_2015";"X41.OtherTemporaryPond_2015";"X4.Savanna_Fomation_2015";"X21.MosaicOfUse_2015";"X39.Soybean_2015";"X9.ForestPlantation_2015";"X3.Forest_2024";"X5.Mangrove_2024";"X6.Floodable_Formation_2024";"X30.Mining_2024";"X32.Hypersaline_2024";"X33.RiverLakeOcean_2024";"X12.Grassland_2024";"X29.RockyOutcrop_2024";"X15.Pasture_2024";"X24.UrbanArea_2024";"X25.OtherNonVegetable_2024";"X39.Soybean_2024";"X4.Savanna_Fomation_2024";"X11.Wetland_2024";"X21.MosaicOfUse_2024";"X41.OtherTemporaryPond_2024";"X9.ForestPlantation_2024";"X0.y.y";"latitude";"longitude";"morfotipo"
"146";3379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-1,5054";"-48,7325";"orange"
"147";1449;0;2049;0;0;0;0;0;0;0;0;0;0;0;0;1449;0;2049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1449;0;2049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1449;0;2049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-1,6398";"-51,3818";"orange"
"148";3352;0;93;44;0;0;0;0;0;0;0;0;0;0;0;3293;0;71;0;125;0;0;0;0;0;0;0;0;0;0;0;0;2366;0;69;0;132;0;0;0;0;922;0;0;0;0;0;0;0;2240;0;67;0;0;141;0;0;1015;0;0;16;0;0;0;10;0;0;"-1,8011";"-51,3378";"orange"
"149";3465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-4,9998";"-56,7419";"yellow"
"150";3124;0;380;0;0;0;0;0;0;6;0;0;0;0;0;3092;0;316;0;0;0;0;85;0;17;0;0;0;0;0;0;0;2939;0;338;0;0;0;0;0;34;182;0;17;0;0;0;0;0;2659;0;399;0;0;0;0;0;433;0;19;0;0;0;0;0;0;0;"-7,3387";"-51,7068";"yellow"
"151";3317;0;0;0;0;0;0;71;0;0;0;0;0;0;0;3388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-3,4139";"-50,4799";"yellow"
"152";3506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-2,0161";"-51,6495";"yellow"
"153";3508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3094;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;2841;0;0;269;0;0;0;398;0;0;"-1,129";"-48,3849";"yellow"
"154";2972;0;0;0;0;0;0;545;0;0;0;0;0;0;0;794;0;0;0;0;0;0;2718;0;5;0;0;0;0;0;0;0;796;0;0;0;0;0;0;0;0;2721;0;0;0;0;0;0;0;930;0;0;0;0;0;0;0;2550;0;0;6;0;0;0;31;0;0;"-4,5161";"-56,305";"red"
"155";2500;0;65;907;0;0;0;0;0;0;0;0;0;0;0;2489;0;62;0;921;0;0;0;0;0;0;0;0;0;0;0;0;2496;0;63;0;913;0;0;0;0;0;0;0;0;0;0;0;0;2486;0;55;0;0;925;0;0;6;0;0;0;0;0;0;0;0;0;"-4,2115";"-48,3131";"red"
"156";2786;0;20;668;0;0;0;0;0;0;0;0;0;0;0;2779;0;17;0;678;0;0;0;0;0;0;0;0;0;0;0;0;2771;0;16;0;687;0;0;0;0;0;0;0;0;0;0;0;0;2758;0;9;0;0;707;0;0;0;0;0;0;0;0;0;0;0;0;"-4,4982";"-48,1983";"red"
"157";3416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3132;0;0;77;0;0;0;207;0;0;0;0;0;0;0;0;0;3105;0;0;179;0;0;0;0;0;132;0;0;0;0;0;0;0;3132;0;0;235;0;0;0;0;49;0;0;0;0;0;0;0;0;0;"-5,3674";"-49,2495";"red"
"158";642;0;0;153;0;2722;0;0;0;0;0;0;0;0;0;421;0;0;0;155;2737;0;204;0;0;0;0;0;0;0;0;0;117;0;0;626;2617;0;7;0;0;150;0;0;0;0;0;0;0;106;0;0;3264;0;135;5;0;7;0;0;0;0;0;0;0;0;0;"-2,0161";"-51,4628";"light sky blue"
